datetime,s1,s2
23/03/2023,-0.004801629,0.495907844
24/03/2023,-0.004353427,0.500769204
25/03/2023,-0.004377652,0.519618541
26/03/2023,-0.006064397,0.526074865
27/03/2023,-0.005921357,0.527696759
28/03/2023,-0.005535926,0.522173096
29/03/2023,-0.004920358,0.517653182
30/03/2023,-0.004382496,0.51519469
31/03/2023,-0.004564191,0.532696699
01/04/2023,-0.005487449,0.534647966
02/04/2023,-0.006491153,0.534988486
03/04/2023,-0.006209872,0.535396615
04/04/2023,-0.005923781,0.536742019
05/04/2023,-0.005208731,0.529475503
06/04/2023,-0.005029402,0.527416917
07/04/2023,-0.004804052,0.536075336
08/04/2023,-0.005705603,0.527558514
09/04/2023,-0.006122586,0.52104677
10/04/2023,-0.005853477,0.524966462
11/04/2023,-0.005138451,0.531136426
12/04/2023,-0.004750747,0.53480667
13/04/2023,-0.004690175,0.535510595
14/04/2023,-0.004256532,0.531506415
15/04/2023,-0.004171752,0.521948606
16/04/2023,-0.005567436,0.524781047
17/04/2023,-0.005887416,0.518845649
18/04/2023,-0.005380804,0.519475771
19/04/2023,-0.005206307,0.517703669
20/04/2023,-0.005155415,0.518342939
21/04/2023,-0.005482601,0.517542102
22/04/2023,-0.005880143,0.523470427
23/04/2023,-0.00669729,0.519304418
24/04/2023,-0.006511928,0.529407343
25/04/2023,-0.006314135,0.512973542
26/04/2023,-0.006037728,0.512586228
27/04/2023,-0.005426855,0.5127317
28/04/2023,-0.004668369,0.513359014
29/04/2023,-0.004976091,0.513727438
30/04/2023,-0.005189343,0.513605772
01/05/2023,-0.004639296,0.514043362
02/05/2023,-0.003881106,0.511184533
03/05/2023,0.254543273,0.514159906
04/05/2023,0.2503748,0.516160964
05/05/2023,-4.12E-05,0.519811668
06/05/2023,-8.48E-05,0.520149128
07/05/2023,-0.000386948,0.520498217
08/05/2023,-0.001521158,0.52074653
09/05/2023,-0.002237322,0.52863064
10/05/2023,-0.00168566,0.545594482
11/05/2023,-0.001136567,0.52736527
12/05/2023,-0.00083185,0.527678439
13/05/2023,-0.00077865,0.521883259
14/05/2023,-0.00094309,0.521256379
15/05/2023,-0.00123815,0.520870663
16/05/2023,-0.001818722,0.520269981
17/05/2023,0.000171458,0.517747422
18/05/2023,0.230791829,0.520759951
19/05/2023,0.502178787,0.520575402
20/05/2023,0.503559082,0.519626939
21/05/2023,0.506365047,0.517385559
22/05/2023,0.506867106,0.520567013
23/05/2023,0.506591431,0.520078624
24/05/2023,0.505179525,0.517028614
25/05/2023,0.505067032,0.520327045
26/05/2023,0.505227246,0.520296835
27/05/2023,0.505315864,0.519840214
28/05/2023,0.505150551,0.520582114
29/05/2023,0.50463569,0.520421025
30/05/2023,0.503794635,0.519117912
31/05/2023,0.502877713,0.518944815
01/06/2023,0.501481085,0.519343059
02/06/2023,0.500012279,0.515088393
03/06/2023,0.498594516,0.510916834
04/06/2023,0.495593018,0.507654574
05/06/2023,0.49134802,0.504676616
06/06/2023,0.485854588,0.503002409
07/06/2023,0.480618258,0.500582594
08/06/2023,0.475459143,0.497245198
09/06/2023,0.468022932,0.491532877
10/06/2023,0.456899845,0.487657769
11/06/2023,0.441831868,0.482754622
12/06/2023,0.423278165,0.477558738
13/06/2023,0.402898018,0.471611959
14/06/2023,0.383459931,0.465144811
15/06/2023,0.366682673,0.458239428
16/06/2023,0.351224749,0.451688315
17/06/2023,0.336066956,0.445127025
18/06/2023,0.327215607,0.438897136
19/06/2023,0.320186794,0.43361361
20/06/2023,0.321495002,0.443742576
21/06/2023,0.35136315,0.460122054
22/06/2023,0.381418789,0.4733835
23/06/2023,0.422133877,0.481492514
24/06/2023,0.405672861,0.471828502
25/06/2023,0.385118148,0.464606189
26/06/2023,0.36060261,0.458565603
27/06/2023,0.343227339,0.45365202
28/06/2023,0.334000791,0.450085743
29/06/2023,0.327443852,0.447109559
30/06/2023,0.319358547,0.443093987
01/07/2023,0.315664271,0.439627909
02/07/2023,0.313129726,0.437637576
03/07/2023,0.308495454,0.433387614
04/07/2023,0.305369109,0.428688105
05/07/2023,0.303306569,0.427602278
06/07/2023,0.301550416,0.426887602
07/07/2023,0.29918048,0.423546597
08/07/2023,0.296713221,0.416761731
09/07/2023,0.294642029,0.411127138
10/07/2023,0.292948311,0.40920451
11/07/2023,0.291126281,0.403313251
12/07/2023,0.289134657,0.399118819
13/07/2023,0.287718245,0.394787401
14/07/2023,0.286439416,0.38932872
15/07/2023,0.284807563,0.384742252
16/07/2023,0.282630927,0.382400781
17/07/2023,0.28094757,0.377569017
18/07/2023,0.278972616,0.369899237
19/07/2023,0.277889562,0.357729258
20/07/2023,0.276692537,0.352354918
21/07/2023,0.275863092,0.351300774
22/07/2023,0.276931198,0.35138654
23/07/2023,0.278331513,0.359479606
24/07/2023,0.297668604,0.418243745
25/07/2023,0.308062776,0.41763047
26/07/2023,0.307058044,0.410324252
27/07/2023,0.318699583,0.447844005
28/07/2023,0.328136289,0.443487882
29/07/2023,0.324181271,0.43224784
30/07/2023,0.321839794,0.436407521
31/07/2023,0.350140428,0.473947592
01/08/2023,0.387945098,0.468521
02/08/2023,0.390472675,0.477847587
03/08/2023,0.419607686,0.489578972
04/08/2023,0.417429054,0.480791073
05/08/2023,0.41001931,0.475122259
06/08/2023,0.505235767,0.502949458
07/08/2023,0.497930382,0.495851079
08/08/2023,0.491558788,0.486679339
09/08/2023,0.493627889,0.487947305
10/08/2023,0.486389448,0.477276815
11/08/2023,0.479928458,0.469398237
12/08/2023,0.482123759,0.482320727
13/08/2023,0.480223643,0.471238627
14/08/2023,0.476756548,0.462093805
15/08/2023,0.473750809,0.454042194
16/08/2023,0.47107129,0.450166555
17/08/2023,0.469803959,0.447204993
18/08/2023,0.469452931,0.444885276
19/08/2023,0.468729343,0.4421828
20/08/2023,0.465332557,0.437617601
21/08/2023,0.460929678,0.431254856
22/08/2023,0.457672402,0.42583861
23/08/2023,0.453988509,0.420817107
24/08/2023,0.453716462,0.418036893
25/08/2023,0.469717536,0.43915287
26/08/2023,0.466001799,0.44534708
27/08/2023,0.467819753,0.445211805
28/08/2023,0.467674854,0.446751162
29/08/2023,0.465798237,0.44404416
30/08/2023,0.46453707,0.443009046
31/08/2023,0.463804847,0.442978321
01/09/2023,0.477306587,0.455181499
02/09/2023,0.476793343,0.460424539
03/09/2023,0.472428606,0.454899019
04/09/2023,0.470056135,0.448489845
05/09/2023,0.467851557,0.44327469
06/09/2023,0.465378603,0.437566753
07/09/2023,0.462216366,0.431300509
08/09/2023,0.459673511,0.425093468
09/09/2023,0.456657082,0.41928115
10/09/2023,0.450886422,0.413493603
11/09/2023,0.445705928,0.406911525
12/09/2023,0.441593027,0.401411734
13/09/2023,0.438370977,0.394244888
14/09/2023,0.434821202,0.387393867
15/09/2023,0.431468493,0.38238366
16/09/2023,0.42735494,0.377513634
17/09/2023,0.428296373,0.386467017
18/09/2023,0.428294542,0.388009487
19/09/2023,0.42657227,0.386838599
20/09/2023,0.424246802,0.383570168
21/09/2023,0.430584471,0.388018956
22/09/2023,0.439051309,0.397669213
23/09/2023,0.4407096,0.402098947
24/09/2023,0.436818293,0.400763484
25/09/2023,0.433097763,0.398636436
26/09/2023,0.43029391,0.397011437
27/09/2023,0.42777813,0.394932407
28/09/2023,0.424950258,0.391715637
29/09/2023,0.422577376,0.389150885
30/09/2023,0.420935032,0.388753504
01/10/2023,0.417619384,0.385879084
02/10/2023,0.411803223,0.383191901
03/10/2023,0.407226582,0.38058463
04/10/2023,0.405409667,0.378809712
05/10/2023,0.402106435,0.377981446
06/10/2023,0.398448686,0.375977221
07/10/2023,0.394224162,0.373567545
08/10/2023,0.388660763,0.370949781
09/10/2023,0.384812504,0.368740134
10/10/2023,0.380956071,0.366802093
11/10/2023,0.376145477,0.364290004
12/10/2023,0.374013845,0.373146001
13/10/2023,0.387103946,0.389540573
14/10/2023,0.427946631,0.411468943
15/10/2023,0.430502244,0.417183242
16/10/2023,0.433449585,0.419102161
17/10/2023,0.427168027,0.412883415
18/10/2023,0.430273806,0.415122318
19/10/2023,0.443744382,0.430547927
20/10/2023,0.471196355,0.45160044
21/10/2023,0.492546404,0.449613323
22/10/2023,0.495980085,0.451625548
23/10/2023,0.498978726,0.466113299
24/10/2023,0.503770741,0.474537722
25/10/2023,0.508237544,0.48302811
26/10/2023,0.510560918,0.478537004
27/10/2023,0.527656787,0.499563336
28/10/2023,0.526765298,0.496540642
29/10/2023,0.52972815,0.499069611
30/10/2023,0.532269165,0.500404512
31/10/2023,0.535409831,0.508363271
01/11/2023,0.537431305,0.511743419
02/11/2023,0.537287883,0.506463777
03/11/2023,0.537518666,0.504338928
04/11/2023,0.537818599,0.503048526
05/11/2023,0.539298723,0.507436934
06/11/2023,0.540561305,0.506734383
07/11/2023,0.540917739,0.503729778
08/11/2023,0.541557992,0.504255341
09/11/2023,0.544021289,0.515508454
10/11/2023,0.544438562,0.516735553
11/11/2023,0.544950485,0.525444034
12/11/2023,0.544975011,0.517372092
13/11/2023,0.545437611,0.523722994
14/11/2023,0.54611556,0.534798405
15/11/2023,0.546167815,0.547437344
16/11/2023,0.545919578,0.545935912
17/11/2023,0.546192308,0.544921053
18/11/2023,0.546337623,0.545033871
19/11/2023,0.546753845,0.5476868
20/11/2023,0.546964332,0.546133523
21/11/2023,0.546765268,0.54552422
22/11/2023,0.545262733,0.543567802
23/11/2023,0.544057296,0.542843725
24/11/2023,0.543569439,0.542688023
25/11/2023,0.542725722,0.543425325
26/11/2023,0.543187814,0.543251702
27/11/2023,0.54544905,0.546450266
28/11/2023,0.543615289,0.546959438
29/11/2023,0.544536716,0.546744053
30/11/2023,0.54312556,0.546686935
01/12/2023,0.54269294,0.545846074
02/12/2023,0.542633931,0.544961931
03/12/2023,0.5422388,0.544679021
04/12/2023,0.543844504,0.545238215
05/12/2023,0.545264367,0.546190676
06/12/2023,0.543232045,0.5451385
07/12/2023,0.543146858,0.54503714
08/12/2023,0.542866668,0.545297057
09/12/2023,0.543628389,0.546027373
10/12/2023,0.542873223,0.54695128
11/12/2023,0.543192729,0.546987173
12/12/2023,0.543818311,0.546814222
13/12/2023,0.543914895,0.546794641
14/12/2023,0.543526862,0.546856647
15/12/2023,0.543855964,0.546091065
16/12/2023,0.544292947,0.545643499
17/12/2023,0.546203738,0.545542195
18/12/2023,0.545623893,0.545288885
19/12/2023,0.546014308,0.545248022
20/12/2023,0.546046971,0.545256195
21/12/2023,0.546048604,0.54514177
22/12/2023,0.546458428,0.545158117
23/12/2023,0.546081266,0.545270906
24/12/2023,0.546974121,0.545507879
25/12/2023,0.546887648,0.545586312
26/12/2023,0.547192713,0.545535658
27/12/2023,0.546492708,0.545337918
28/12/2023,0.546164549,0.545251291
29/12/2023,0.544889985,0.545223503
30/12/2023,0.544090029,0.545064934
31/12/2023,0.543972185,0.544762431
01/01/2024,0.544651216,0.544868727
02/01/2024,0.544870363,0.544842563
03/01/2024,0.545970211,0.54475589
04/01/2024,0.546843593,0.544832752
05/01/2024,0.546468222,0.544721545
06/01/2024,0.546577585,0.544757525
07/01/2024,0.547124205,0.544713367
08/01/2024,0.546107395,0.544530173
09/01/2024,0.545444148,0.544294583
10/01/2024,0.543803577,0.544245494
11/01/2024,0.542104319,0.544327307
12/01/2024,0.542691301,0.544894891
13/01/2024,0.543777383,0.545573241
14/01/2024,0.543880519,0.545375508
15/01/2024,0.543557976,0.545308499
16/01/2024,0.542961713,0.545256195
17/01/2024,0.541590813,0.544652852
18/01/2024,0.54238474,0.544767338
19/01/2024,0.542291275,0.544983186
20/01/2024,0.542561804,0.545060029
21/01/2024,0.543084601,0.544989726
22/01/2024,0.544608689,0.545535658
23/01/2024,0.544597239,0.545697414
24/01/2024,0.545073108,0.546171081
25/01/2024,0.544867092,0.546207004
26/01/2024,0.545738257,0.546316398
27/01/2024,0.547072005,0.5462217
28/01/2024,0.546456796,0.546102496
29/01/2024,0.545797068,0.545962044
30/01/2024,0.545522586,0.545914678
31/01/2024,0.546388232,0.545568339
01/02/2024,0.546828908,0.546579218
02/02/2024,0.547484632,0.546654295
03/02/2024,0.548037228,0.546236395
04/02/2024,0.547864476,0.547460173
05/02/2024,0.547169878,0.546926807
06/02/2024,0.547070373,0.546091065
07/02/2024,0.547704732,0.546633078
08/02/2024,0.547571048,0.546499237
09/02/2024,0.548214835,0.546693463
10/02/2024,0.547825357,0.546667351
11/02/2024,0.547916631,0.546810958
12/02/2024,0.548058412,0.546876227
13/02/2024,0.547319929,0.546807695
14/02/2024,0.546686935,0.547116049
15/02/2024,0.548206689,0.547401469
16/02/2024,0.547691691,0.547347654
17/02/2024,0.547670498,0.547416145
18/02/2024,0.54762648,0.553718103
19/02/2024,0.547616698,0.557859112
20/02/2024,0.547779717,0.557854276
21/02/2024,0.547963894,0.557354425
22/02/2024,0.548315844,0.556907548
23/02/2024,0.547851436,0.55673164
24/02/2024,0.547424299,0.55688657
25/02/2024,0.547407992,0.556781673
26/02/2024,0.547756896,0.557054381
27/02/2024,0.54791989,0.557483446
28/02/2024,0.548169215,0.557544724
29/02/2024,0.547802538,0.557283456
01/03/2024,0.547872625,0.557120528
02/03/2024,0.547342761,0.557054381
03/03/2024,0.54647312,0.556688061
04/03/2024,0.547215548,0.556449147
05/03/2024,0.547204131,0.556337739
06/03/2024,0.547412884,0.556019586
07/03/2024,0.546964332,0.55486392
08/03/2024,0.547148673,0.555012704
09/03/2024,0.547826987,0.554215126
10/03/2024,0.548079596,0.553854123
11/03/2024,0.549115375,0.554865537
12/03/2024,0.550080066,0.555336064
13/03/2024,0.550403569,0.555347379
14/03/2024,0.549728796,0.555252001
15/03/2024,0.54989469,0.555274634
16/03/2024,0.549836143,0.555243918
17/03/2024,0.549693011,0.555169548
18/03/2024,0.550063806,0.55515823
19/03/2024,0.549982505,0.555479921
20/03/2024,0.549902822,0.555025641
21/03/2024,0.549917458,0.553962601
22/03/2024,0.549889812,0.553703528
23/03/2024,0.549678371,0.554336507
24/03/2024,0.549370882,0.554376964
25/03/2024,0.549110492,0.554454635
26/03/2024,0.549191872,0.554339744
27/03/2024,0.549483152,0.554420655
28/03/2024,0.549479898,0.554258825
29/03/2024,0.549585647,0.554519357
30/03/2024,0.549728796,0.554425509
31/03/2024,0.549758074,0.554482143
01/04/2024,0.549748315,0.553499455
02/04/2024,0.549756447,0.553081448
03/04/2024,0.550047547,0.554143908
04/04/2024,0.550442577,0.554249114
05/04/2024,0.550681463,0.554336507
06/04/2024,0.550788697,0.554315469
07/04/2024,0.550934905,0.553761826
08/04/2024,0.550959271,0.553672758
09/04/2024,0.550926783,0.553703528
10/04/2024,0.550403569,0.553573963
11/04/2024,0.550123965,0.55064084
12/04/2024,0.550250773,0.549123514
13/04/2024,0.539709908,0.548209948
14/04/2024,0.53066668,0.547344392
15/04/2024,0.529668319,0.546548206
16/04/2024,0.541406998,0.54879467
17/04/2024,0.543030532,0.549157694
18/04/2024,0.541986221,0.549326947
19/04/2024,0.542532295,0.549175597
20/04/2024,0.542358505,0.549291146
21/04/2024,0.542256839,0.548890731
22/04/2024,0.542187962,0.548152921
23/04/2024,0.541894357,0.547706362
24/04/2024,0.541487421,0.548157809
25/04/2024,0.541305227,0.548222982
26/04/2024,0.541461161,0.547738965
27/04/2024,0.542004265,0.549497795
28/04/2024,0.541546504,0.547489524
29/04/2024,0.535309056,0.543808489
30/04/2024,0.530213311,0.544320763
01/05/2024,0.529851126,0.544556346
02/05/2024,0.528880185,0.544340397
03/05/2024,0.533809367,0.545622259
04/05/2024,0.538610815,0.546110661
05/05/2024,0.542361784,0.546215168
06/05/2024,0.541600659,0.546024107
07/05/2024,0.543872334,0.54647312
08/05/2024,0.543048555,0.546324562
09/05/2024,0.539645775,0.545906511
10/05/2024,0.529598511,0.544821304
11/05/2024,0.525440695,0.543787206
12/05/2024,0.52164697,0.543141943
13/05/2024,0.521866503,0.542865029
14/05/2024,0.521412299,0.538758972
15/05/2024,0.521784394,0.541428335
16/05/2024,0.536418638,0.544703554
17/05/2024,0.539586571,0.545115614
18/05/2024,0.539683597,0.545264367
19/05/2024,0.535517202,0.545166291
20/05/2024,0.528422635,0.54482294
21/05/2024,0.52639346,0.544389481
22/05/2024,0.529942516,0.546177612
23/05/2024,0.525610961,0.545365702
24/05/2024,0.530621851,0.546061669
25/05/2024,0.535123998,0.547556374
26/05/2024,0.533569394,0.547306882
27/05/2024,0.535071117,0.547127467
28/05/2024,0.535738514,0.547042641
29/05/2024,0.534504118,0.546900701
30/05/2024,0.533266443,0.546637974
31/05/2024,0.534136957,0.546894175
01/06/2024,0.533951668,0.547178033
02/06/2024,0.531065066,0.547287312
03/06/2024,0.527478556,0.546959438
04/06/2024,0.525827922,0.545359165
05/06/2024,0.524348272,0.544378028
06/06/2024,0.522499685,0.542645406
07/06/2024,0.520790146,0.539213173
08/06/2024,0.518919605,0.535631168
09/06/2024,0.515950252,0.532910394
10/06/2024,0.51980831,0.540124198
11/06/2024,0.521926824,0.544178402
12/06/2024,0.518231938,0.536248653
13/06/2024,0.51610534,0.533066078
14/06/2024,0.515609647,0.53177179
15/06/2024,0.520590503,0.542830614
16/06/2024,0.518371528,0.536892122
17/06/2024,0.518028403,0.532961739
18/06/2024,0.531620867,0.541124639
19/06/2024,0.538381949,0.546881122
20/06/2024,0.534186581,0.546636342
21/06/2024,0.533094232,0.545909778
22/06/2024,0.533460144,0.54621027
23/06/2024,0.531441719,0.545082917
24/06/2024,0.524062433,0.539354654
25/06/2024,0.517762566,0.534728975
26/06/2024,0.511135404,0.531061747
27/06/2024,0.497262376,0.522045779
28/06/2024,0.490120558,0.510779567
29/06/2024,0.486537007,0.502272803
30/06/2024,0.486962207,0.500486708
01/07/2024,0.487271018,0.500115062
02/07/2024,0.487990641,0.500187005
03/07/2024,0.490383462,0.518739749
04/07/2024,0.491299641,0.528587378
05/07/2024,0.491036971,0.506203313
06/07/2024,0.491776422,0.503659796
07/07/2024,0.490407674,0.499247929
08/07/2024,0.488768657,0.497307038
09/07/2024,0.502219813,0.510301527
10/07/2024,0.525754495,0.542855196
11/07/2024,0.510616856,0.519825102
12/07/2024,0.533767997,0.538352307
13/07/2024,0.533643875,0.545357531
14/07/2024,0.521866503,0.540166932
15/07/2024,0.518766645,0.522230047
16/07/2024,0.534838077,0.540017355
17/07/2024,0.528399336,0.524502021
18/07/2024,0.516728815,0.513343801
19/07/2024,0.50834968,0.505191455
20/07/2024,0.502060827,0.495503541
21/07/2024,0.498726605,0.492401429
22/07/2024,0.496556113,0.490224344
23/07/2024,0.500586019,0.523390127
24/07/2024,0.499998574,0.51786016
25/07/2024,0.496652372,0.498982156
26/07/2024,0.497295014,0.526473509
27/07/2024,0.495136949,0.499349075
28/07/2024,0.492073434,0.485951856
29/07/2024,0.486193249,0.471661257
30/07/2024,0.478008608,0.460563297
31/07/2024,0.47241805,0.456069588
01/08/2024,0.487638695,0.504799383
02/08/2024,0.490236452,0.495474288
03/08/2024,0.484387517,0.470465133
04/08/2024,0.484830986,0.516688385
05/08/2024,0.481741919,0.477628769
06/08/2024,0.476896712,0.462299841
07/08/2024,0.47348193,0.455381694
08/08/2024,0.469297665,0.45038023
09/08/2024,0.464847185,0.445592335
10/08/2024,0.459164227,0.442548086
11/08/2024,0.451214784,0.434843047
12/08/2024,0.44074582,0.426520929
13/08/2024,0.429644908,0.418956367
14/08/2024,0.431006476,0.441140539
15/08/2024,0.426559435,0.430173278
16/08/2024,0.422297678,0.42237497
17/08/2024,0.42606426,0.431882873
18/08/2024,0.421563152,0.428468459
19/08/2024,0.416449197,0.425159559
20/08/2024,0.43080006,0.450981531
21/08/2024,0.457097943,0.465274111
22/08/2024,0.440336471,0.440744009
23/08/2024,0.430745253,0.430763522
24/08/2024,0.430507726,0.450337139
25/08/2024,0.434218477,0.460118495
26/08/2024,0.429035793,0.441214759
27/08/2024,0.425086124,0.431159894
28/08/2024,0.420450357,0.423726743
29/08/2024,0.415238966,0.418616726
30/08/2024,0.413018833,0.41763047
31/08/2024,0.409585936,0.416143981
01/09/2024,0.402463928,0.412573563
02/09/2024,0.393504195,0.408580942
03/09/2024,0.390172136,0.421349519
04/09/2024,0.4022749,0.440162543
05/09/2024,0.401928584,0.429646737
06/09/2024,0.404726212,0.427083724
07/09/2024,0.403909663,0.429961228
08/09/2024,0.413143108,0.455274451
09/09/2024,0.410116008,0.438187672
10/09/2024,0.411712234,0.44537774
11/09/2024,0.505617447,0.483682796
12/09/2024,0.500794881,0.476740778
13/09/2024,0.481058095,0.461407921
14/09/2024,0.468757589,0.455219038
15/09/2024,0.45997256,0.447590244
16/09/2024,0.455017026,0.448951956
17/09/2024,0.448381931,0.449356371
18/09/2024,0.443148201,0.444903319
19/09/2024,0.4384726,0.438419975
20/09/2024,0.433054006,0.433999887
21/09/2024,0.428869282,0.432300751
22/09/2024,0.428673463,0.436338438
23/09/2024,0.438886252,0.452606101
24/09/2024,0.435980233,0.441480827
25/09/2024,0.437548592,0.450608224
26/09/2024,0.464595556,0.482294583
27/09/2024,0.463116495,0.482341642
28/09/2024,0.467719032,0.48485185
29/09/2024,0.46652734,0.47342217
30/09/2024,0.47024655,0.474499093
01/10/2024,0.479633191,0.4806008
02/10/2024,0.478823836,0.474038943
03/10/2024,0.475871329,0.470588507
04/10/2024,0.474607954,0.466658244
05/10/2024,0.47087045,0.461759802
06/10/2024,0.468266696,0.458585206
07/10/2024,0.466330956,0.455935616
08/10/2024,0.464473264,0.454807823
09/10/2024,0.485621803,0.473989755
10/10/2024,0.534353632,0.496530328
11/10/2024,0.515877757,0.48159019
12/10/2024,0.512168298,0.476884449
13/10/2024,0.508935638,0.475487212
14/10/2024,0.509601002,0.486530064
15/10/2024,0.5104609,0.481178494
16/10/2024,0.508324195,0.479358814
17/10/2024,0.498678574,0.478402306
18/10/2024,0.49297258,0.476567296
19/10/2024,0.492196013,0.474492069
20/10/2024,0.489644739,0.477486951
21/10/2024,0.507578065,0.503436162
22/10/2024,0.53140854,0.501713706
23/10/2024,0.520608959,0.496628309
24/10/2024,0.51740576,0.499112479
25/10/2024,0.515565798,0.4988501
26/10/2024,0.513734197,0.49879693
27/10/2024,0.507328097,0.497842828
28/10/2024,0.50155635,0.496604244
29/10/2024,0.504961345,0.500757221
30/10/2024,0.506773521,0.502894796
31/10/2024,0.506271415,0.501241566
01/11/2024,0.506126693,0.50002941
02/11/2024,0.505646407,0.499851231
03/11/2024,0.504853941,0.500461023
04/11/2024,0.504541895,0.50440204
05/11/2024,0.50392263,0.50487781
06/11/2024,0.505336313,0.501568324
07/11/2024,0.507719176,0.497959565
08/11/2024,0.508021732,0.499876932
09/11/2024,0.505844,0.500051681
10/11/2024,0.504891449,0.500469584
11/11/2024,0.50553567,0.501097827
12/11/2024,0.506785433,0.501942854
13/11/2024,0.507010019,0.50174449
14/11/2024,0.507253264,0.501824866
15/11/2024,0.508189967,0.501701734
16/11/2024,0.508483886,0.501351067
17/11/2024,0.509042601,0.50197534
18/11/2024,0.509358332,0.502230069
19/11/2024,0.541679426,0.548014413
20/11/2024,0.541764748,0.563705786
21/11/2024,0.541968177,0.56379706
22/11/2024,0.537449437,0.563765035
23/11/2024,0.545097631,0.561981018
24/11/2024,0.53951914,0.559690033
25/11/2024,0.541316718,0.551847362
26/11/2024,0.539178622,0.562661069
27/11/2024,0.540158714,0.560379878
28/11/2024,0.54119852,0.563093847
29/11/2024,0.537530204,0.541638402
30/11/2024,0.53643514,0.5301967
01/12/2024,0.536496194,0.523445334
02/12/2024,0.536775011,0.522784314
03/12/2024,0.53668923,0.520561979
04/12/2024,0.536176029,0.51837321
05/12/2024,0.540531733,0.536093495
06/12/2024,0.546949648,0.562544022
07/12/2024,0.546737526,0.562484691
08/12/2024,0.547513982,0.562478276
09/12/2024,0.547750376,0.562245723
10/12/2024,0.546479649,0.559614423
11/12/2024,0.545064934,0.544040929
12/12/2024,0.545027331,0.536415338
13/12/2024,0.542922385,0.533925195
14/12/2024,0.539004202,0.530316293
15/12/2024,0.539109516,0.525854622
16/12/2024,0.539527364,0.524700856
17/12/2024,0.53957177,0.524356629
18/12/2024,0.539614529,0.524580558
19/12/2024,0.542858474,0.537642276
20/12/2024,0.544438562,0.545212061
21/12/2024,0.544441834,0.543929627
22/12/2024,0.547280788,0.561393574
23/12/2024,0.548646489,0.561944114
24/12/2024,0.548876078,0.562298654
25/12/2024,0.549344846,0.562609762
26/12/2024,0.549453866,0.562633813
27/12/2024,0.5492944,0.562415734
28/12/2024,0.548977014,0.558249121
29/12/2024,0.548835375,0.551423719
30/12/2024,0.549043756,0.548566689
31/12/2024,0.548918407,0.54224536
01/01/2025,0.548240903,0.546322929
02/01/2025,0.54824742,0.562831
03/01/2025,0.548284891,0.562774894
04/01/2025,0.548547145,0.562680308
05/01/2025,0.548731167,0.562590522
06/01/2025,0.549276499,0.562933584
07/01/2025,0.548985153,0.562771688
08/01/2025,0.548793042,0.562617779
09/01/2025,0.548736052,0.562547229
10/01/2025,0.548895615,0.562665879
11/01/2025,0.548863053,0.562633813
12/01/2025,0.54913328,0.562832603
13/01/2025,0.547831877,0.562853441
14/01/2025,0.548139886,0.562717182
15/01/2025,0.549180479,0.562968844
16/01/2025,0.549701144,0.563042566
17/01/2025,0.549766206,0.561542879
18/01/2025,0.549618183,0.559815499
19/01/2025,0.549502676,0.55768984
20/01/2025,0.548758848,0.554490233
21/01/2025,0.54806819,0.553071725
22/01/2025,0.547880774,0.557036633
23/01/2025,0.549435968,0.563081027
24/01/2025,0.549870296,0.563247673
25/01/2025,0.550136972,0.563484768
26/01/2025,0.550019904,0.56336783
27/01/2025,0.550257276,0.563491175
28/01/2025,0.550281659,0.563516803
29/01/2025,0.550359684,0.563667352
30/01/2025,0.550275157,0.563704185
31/01/2025,0.549969496,0.563547235
01/02/2025,0.549671865,0.563465547
02/02/2025,0.549222795,0.56335982
03/02/2025,0.54926999,0.563409481
04/02/2025,0.549653971,0.563598487
05/02/2025,0.550002018,0.563761833
06/02/2025,0.550006896,0.563913941
07/02/2025,0.549971122,0.563791233
